miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-432	hg38:chr14:100884496-100884519:+	12	6.118338	N	mature,MIMAT0002814
hsa-mir-4326	hg38:chr20:63286818-63286840:+	2	1.019723	N	mature,MIMAT0016888
hsa-mir-4326	hg38:chr20:63286818-63286841:+	6	3.059169	N	mature,MIMAT0016888
hsa-mir-4326	hg38:chr20:63286818-63286842:+	24	12.236676	N	mature,MIMAT0016888
hsa-mir-433	hg38:chr14:100881949-100881971:+	5	2.549307	N	mature,MIMAT0001627
hsa-mir-4444-2	hg38:chr3:75214512-75214533:+	1	0.509861	N	mature,MIMAT0018962
hsa-mir-4454	hg38:chr4:163093607-163093628:-	1	0.509861	N	mature,MIMAT0018976
hsa-mir-450a-1	hg38:chrX:134540393-134540415:-	4	2.039446	N	mature,MIMAT0001545
hsa-mir-450a-1	hg38:chrX:134540394-134540415:-	1	0.509861	N	mature,MIMAT0001545
hsa-mir-450a-2	hg38:chrX:134540564-134540586:-	4	2.039446	N	mature,MIMAT0001545
hsa-mir-450a-2	hg38:chrX:134540565-134540586:-	2	1.019723	N	mature,MIMAT0001545
hsa-mir-450a-2	hg38:chrX:134540566-134540586:-	1	0.509861	N	mature,MIMAT0001545
hsa-mir-450b	hg38:chrX:134540230-134540253:-	1	0.509861	N	mature,MIMAT0004909
hsa-mir-450b	hg38:chrX:134540231-134540253:-	2	1.019723	N	mature,MIMAT0004909
hsa-mir-450b	hg38:chrX:134540232-134540253:-	10	5.098615	N	mature,MIMAT0004909
hsa-mir-451a	hg38:chr17:28861400-28861423:-	1	0.509861	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861400-28861425:-	1	0.509861	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861402-28861423:-	1	0.509861	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861402-28861425:-	4	2.039446	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861403-28861425:-	15	7.647922	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861404-28861425:-	31	15.805706	N	mature,MIMAT0001631
hsa-mir-451a	hg38:chr17:28861405-28861425:-	12	6.118338	N	mature,MIMAT0001631
hsa-mir-452	hg38:chrX:151959639-151959661:-	1	0.509861	N	mature,MIMAT0001636
hsa-mir-452	hg38:chrX:151959675-151959697:-	1	0.509861	N	mature,MIMAT0001635
hsa-mir-452	hg38:chrX:151959676-151959697:-	5	2.549307	N	mature,MIMAT0001635
hsa-mir-452	hg38:chrX:151959676-151959698:-	5	2.549307	N	mature,MIMAT0001635
hsa-mir-452	hg38:chrX:151959676-151959699:-	1	0.509861	N	mature,MIMAT0001635
hsa-mir-452	hg38:chrX:151959676-151959700:-	2	1.019723	N	mature,MIMAT0001635
hsa-mir-452	hg38:chrX:151959677-151959700:-	4	2.039446	N	mature,MIMAT0001635
hsa-mir-452	hg38:chrX:151959678-151959699:-	1	0.509861	N	mature,MIMAT0001635
hsa-mir-452	hg38:chrX:151959678-151959700:-	3	1.529584	N	mature,MIMAT0001635
hsa-mir-454	hg38:chr17:59137786-59137808:-	1	0.509861	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137786-59137809:-	1	0.509861	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137786-59137810:-	1	0.509861	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137787-59137810:-	7	3.569030	N	mature,MIMAT0003885
hsa-mir-454	hg38:chr17:59137788-59137810:-	2	1.019723	N	mature,MIMAT0003885
hsa-mir-455	hg38:chr9:114209448-114209471:+	3	1.529584	N	mature,MIMAT0003150
hsa-mir-455	hg38:chr9:114209449-114209470:+	1	0.509861	N	mature,MIMAT0003150
hsa-mir-455	hg38:chr9:114209449-114209471:+	21	10.707091	N	mature,MIMAT0003150
hsa-mir-455	hg38:chr9:114209451-114209473:+	2	1.019723	N	mature,MIMAT0003150
hsa-mir-455	hg38:chr9:114209485-114209506:+	3	1.529584	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209485-114209507:+	1	0.509861	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209485-114209508:+	3	1.529584	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209486-114209507:+	3	1.529584	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209486-114209508:+	4	2.039446	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209487-114209507:+	12	6.118338	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209487-114209508:+	38	19.374736	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209487-114209509:+	66	33.650858	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209487-114209510:+	1	0.509861	N	mature,MIMAT0004784
hsa-mir-455	hg38:chr9:114209488-114209509:+	2	1.019723	N	mature,MIMAT0004784
hsa-mir-4636	hg38:chr5:9053865-9053887:-	1	0.509861	N	mature,MIMAT0019693
hsa-mir-4649	hg38:chr7:44110891-44110913:+	1	0.509861	N	mature,MIMAT0019712
hsa-mir-4660	hg38:chr8:9048453-9048475:+	1	0.509861	N	mature,MIMAT0019728
hsa-mir-4661	hg38:chr8:91205494-91205515:+	3	1.529584	N	mature,MIMAT0019729
hsa-mir-4661	hg38:chr8:91205494-91205516:+	1	0.509861	N	mature,MIMAT0019729
hsa-mir-4661	hg38:chr8:91205494-91205517:+	1	0.509861	N	mature,MIMAT0019729
hsa-mir-4662a	hg38:chr8:124821990-124822010:+	1	0.509861	N	mature,MIMAT0019731
hsa-mir-4662a	hg38:chr8:124821990-124822012:+	28	14.276122	N	mature,MIMAT0019731
hsa-mir-4664	hg38:chr8:143733123-143733145:-	1	0.509861	N	mature,MIMAT0019737
hsa-mir-4668	hg38:chr9:111932147-111932170:+	4	2.039446	N	mature,MIMAT0019746
hsa-mir-4677	hg38:chr1:243346188-243346210:+	2	1.019723	N	mature,MIMAT0019760
hsa-mir-4677	hg38:chr1:243346225-243346246:+	2	1.019723	N	mature,MIMAT0019761
hsa-mir-4677	hg38:chr1:243346225-243346247:+	12	6.118338	N	mature,MIMAT0019761
hsa-mir-4680	hg38:chr10:110898133-110898153:+	1	0.509861	N	mature,MIMAT0019765
hsa-mir-4687	hg38:chr11:3856073-3856094:+	1	0.509861	N	mature,MIMAT0019774
hsa-mir-4709	hg38:chr14:74480136-74480158:-	2	1.019723	N	mature,MIMAT0019812
hsa-mir-4714	hg38:chr15:98784473-98784495:+	1	0.509861	N	mature,MIMAT0019823
hsa-mir-4716	hg38:chr15:49169080-49169101:-	1	0.509861	N	mature,MIMAT0019827
hsa-mir-4717	hg38:chr16:2274669-2274691:+	1	0.509861	N	mature,MIMAT0019830
hsa-mir-4724	hg38:chr17:31534892-31534913:+	1	0.509861	N	mature,MIMAT0019841
hsa-mir-4724	hg38:chr17:31534892-31534915:+	1	0.509861	N	mature,MIMAT0019841
hsa-mir-4724	hg38:chr17:31534893-31534916:+	2	1.019723	N	mature,MIMAT0019841
hsa-mir-4728	hg38:chr17:39726537-39726558:+	1	0.509861	N	mature,MIMAT0019850
hsa-mir-4728	hg38:chr17:39726537-39726561:+	2	1.019723	N	mature,MIMAT0019850
hsa-mir-4728	hg38:chr17:39726537-39726562:+	1	0.509861	N	mature,MIMAT0019850
hsa-mir-4742	hg38:chr1:224398227-224398249:-	1	0.509861	N	mature,MIMAT0019873
hsa-mir-4742	hg38:chr1:224398227-224398250:-	2	1.019723	N	mature,MIMAT0019873
hsa-mir-4742	hg38:chr1:224398228-224398250:-	1	0.509861	N	mature,MIMAT0019873
hsa-mir-4746	hg38:chr19:4445987-4446009:+	1	0.509861	N	mature,MIMAT0019880
hsa-mir-4746	hg38:chr19:4445987-4446010:+	1	0.509861	N	mature,MIMAT0019880
hsa-mir-4747	hg38:chr19:4932687-4932708:+	1	0.509861	N	mature,MIMAT0019882
hsa-mir-4762	hg38:chr22:45760570-45760592:+	1	0.509861	N	mature,MIMAT0019911
hsa-mir-4762	hg38:chr22:45760571-45760592:+	1	0.509861	N	mature,MIMAT0019911
hsa-mir-4763	hg38:chr22:46113624-46113648:+	1	0.509861	N	mature,MIMAT0019913
hsa-mir-4768	hg38:chrX:17425889-17425911:+	1	0.509861	N	mature,MIMAT0019920
hsa-mir-4772	hg38:chr2:102432298-102432320:+	1	0.509861	N	mature,MIMAT0019926
hsa-mir-4772	hg38:chr2:102432336-102432357:+	1	0.509861	N	mature,MIMAT0019927
hsa-mir-4772	hg38:chr2:102432336-102432358:+	1	0.509861	N	mature,MIMAT0019927
hsa-mir-4772	hg38:chr2:102432338-102432359:+	1	0.509861	N	mature,MIMAT0019927
hsa-mir-4772	hg38:chr2:102432338-102432360:+	1	0.509861	N	mature,MIMAT0019927
hsa-mir-4773-1	hg38:chr2:151368345-151368367:+	1	0.509861	N	unannotated
hsa-mir-4773-1	hg38:chr2:151368381-151368404:+	1	0.509861	N	mature,MIMAT0019928
hsa-mir-4781	hg38:chr1:54054123-54054145:+	1	0.509861	N	mature,MIMAT0019943
hsa-mir-4784	hg38:chr2:131491206-131491228:-	1	0.509861	N	mature,MIMAT0019948
hsa-mir-4787	hg38:chr3:50675130-50675153:+	1	0.509861	N	mature,MIMAT0019957
hsa-mir-4797	hg38:chr3:197293883-197293905:-	1	0.509861	N	mature,MIMAT0019973
hsa-mir-4804	hg38:chr5:72878635-72878656:+	1	0.509861	N	mature,MIMAT0019985
hsa-mir-483	hg38:chr11:2134182-2134203:-	2	1.019723	N	mature,MIMAT0004761
hsa-mir-484	hg38:chr16:15643301-15643322:+	5	2.549307	N	mature,MIMAT0002174
hsa-mir-484	hg38:chr16:15643301-15643323:+	73	37.219888	N	mature,MIMAT0002174
hsa-mir-484	hg38:chr16:15643301-15643324:+	28	14.276122	N	mature,MIMAT0002174
hsa-mir-485	hg38:chr14:101055427-101055450:+	1	0.509861	N	mature,MIMAT0002175
hsa-mir-485	hg38:chr14:101055463-101055486:+	3	1.529584	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055464-101055485:+	1	0.509861	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055464-101055486:+	10	5.098615	N	mature,MIMAT0002176
hsa-mir-485	hg38:chr14:101055464-101055487:+	1	0.509861	N	mature,MIMAT0002176
hsa-mir-486-1	hg38:chr8:41660484-41660506:-	3	1.529584	N	mature,MIMAT0002177
hsa-mir-486-2	hg38:chr8:41660444-41660466:+	2	1.019723	N	mature,MIMAT0002177
hsa-mir-487a	hg38:chr14:101052438-101052458:+	1	0.509861	N	precursor
hsa-mir-487a	hg38:chr14:101052458-101052480:+	5	2.549307	N	mature,MIMAT0026559
hsa-mir-487a	hg38:chr14:101052494-101052516:+	2	1.019723	N	mature,MIMAT0002178
hsa-mir-487b	hg38:chr14:101046505-101046526:+	3	1.529584	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046505-101046527:+	6	3.059169	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046505-101046528:+	2	1.019723	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046506-101046526:+	1	0.509861	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046506-101046527:+	3	1.529584	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046506-101046528:+	3	1.529584	N	mature,MIMAT0003180
hsa-mir-487b	hg38:chr14:101046507-101046528:+	2	1.019723	N	mature,MIMAT0003180
hsa-mir-488	hg38:chr1:177029375-177029395:-	1	0.509861	N	mature,MIMAT0004763
hsa-mir-491	hg38:chr9:20716120-20716142:+	3	1.529584	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716120-20716143:+	1	0.509861	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716120-20716144:+	1	0.509861	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716121-20716142:+	1	0.509861	N	mature,MIMAT0002807
hsa-mir-491	hg38:chr9:20716154-20716175:+	1	0.509861	N	mature,MIMAT0004765
hsa-mir-493	hg38:chr14:100869075-100869096:+	6	3.059169	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869075-100869097:+	58	29.571966	N	mature,MIMAT0002813
hsa-mir-493	hg38:chr14:100869115-100869137:+	1	0.509861	N	mature,MIMAT0003161
hsa-mir-493	hg38:chr14:100869116-100869137:+	3	1.529584	N	mature,MIMAT0003161
hsa-mir-493	hg38:chr14:100869116-100869138:+	12	6.118338	N	mature,MIMAT0003161
hsa-mir-494	hg38:chr14:101029681-101029702:+	5	2.549307	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029681-101029703:+	1	0.509861	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029681-101029704:+	13	6.628199	N	mature,MIMAT0002816
hsa-mir-494	hg38:chr14:101029685-101029704:+	1	0.509861	N	mature,MIMAT0002816
hsa-mir-495	hg38:chr14:101033768-101033790:+	2	1.019723	N	mature,MIMAT0022924
hsa-mir-495	hg38:chr14:101033769-101033790:+	1	0.509861	N	mature,MIMAT0022924
hsa-mir-495	hg38:chr14:101033804-101033826:+	15	7.647922	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033804-101033827:+	10	5.098615	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033805-101033826:+	3	1.529584	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033805-101033827:+	7	3.569030	N	mature,MIMAT0002817
hsa-mir-495	hg38:chr14:101033806-101033827:+	1	0.509861	N	mature,MIMAT0002817
hsa-mir-496	hg38:chr14:101060628-101060649:+	1	0.509861	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060628-101060650:+	6	3.059169	N	mature,MIMAT0002818
hsa-mir-496	hg38:chr14:101060630-101060651:+	3	1.529584	N	mature,MIMAT0002818
hsa-mir-497	hg38:chr17:7017978-7017999:-	1	0.509861	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017978-7018000:-	43	21.924044	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017979-7017999:-	1	0.509861	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017979-7018000:-	24	12.236676	N	mature,MIMAT0002820
hsa-mir-497	hg38:chr17:7017980-7018001:-	1	0.509861	N	mature,MIMAT0002820
hsa-mir-5000	hg38:chr2:75090873-75090895:+	2	1.019723	N	mature,MIMAT0021020
hsa-mir-500a	hg38:chrX:50008443-50008465:+	2	1.019723	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008443-50008466:+	7	3.569030	Y	mature,MIMAT0004773
hsa-mir-500a	hg38:chrX:50008481-50008501:+	1	0.509861	Y	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008502:+	3	1.529584	Y	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008504:+	11	5.608476	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008481-50008505:+	1	0.509861	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008503:+	1	0.509861	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008504:+	74	37.729750	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008482-50008505:+	246	125.425926	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008483-50008504:+	1	0.509861	N	mature,MIMAT0002871
hsa-mir-500a	hg38:chrX:50008483-50008505:+	17	8.667645	N	mature,MIMAT0002871
hsa-mir-500b	hg38:chrX:50010681-50010703:+	2	1.019723	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010681-50010704:+	7	3.569030	Y	mature,MIMAT0016925
hsa-mir-500b	hg38:chrX:50010719-50010742:+	1	0.509861	N	mature,MIMAT0027032
hsa-mir-501	hg38:chrX:50009735-50009757:+	1	0.509861	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009735-50009759:+	1	0.509861	N	mature,MIMAT0002872
hsa-mir-501	hg38:chrX:50009772-50009793:+	1	0.509861	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009794:+	7	3.569030	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009795:+	75	38.239611	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009772-50009796:+	3	1.529584	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009773-50009795:+	4	2.039446	N	mature,MIMAT0004774
hsa-mir-501	hg38:chrX:50009773-50009796:+	7	3.569030	N	mature,MIMAT0004774
hsa-mir-502	hg38:chrX:50014649-50014669:+	1	0.509861	Y	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014670:+	3	1.529584	Y	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014671:+	3	1.529584	N	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014649-50014672:+	1	0.509861	N	mature,MIMAT0004775
hsa-mir-502	hg38:chrX:50014650-50014673:+	1	0.509861	N	mature,MIMAT0004775
hsa-mir-503	hg38:chrX:134546332-134546353:-	1	0.509861	N	mature,MIMAT0022925
hsa-mir-503	hg38:chrX:134546332-134546354:-	1	0.509861	N	mature,MIMAT0022925
hsa-mir-503	hg38:chrX:134546371-134546394:-	37	18.864875	N	mature,MIMAT0002874
hsa-mir-503	hg38:chrX:134546372-134546394:-	3	1.529584	N	mature,MIMAT0002874
hsa-mir-505	hg38:chrX:139924158-139924180:-	9	4.588753	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924158-139924181:-	10	5.098615	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924158-139924182:-	15	7.647922	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924159-139924180:-	1	0.509861	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924159-139924181:-	4	2.039446	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924159-139924182:-	19	9.687368	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924160-139924182:-	25	12.746537	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924161-139924182:-	11	5.608476	N	mature,MIMAT0002876
hsa-mir-505	hg38:chrX:139924194-139924218:-	2	1.019723	N	mature,MIMAT0004776
hsa-mir-505	hg38:chrX:139924195-139924218:-	13	6.628199	N	mature,MIMAT0004776
hsa-mir-505	hg38:chrX:139924196-139924218:-	4	2.039446	N	mature,MIMAT0004776
hsa-mir-506	hg38:chrX:147230753-147230775:-	1	0.509861	N	mature,MIMAT0002878
hsa-mir-508	hg38:chrX:147236945-147236968:-	6	3.059169	N	mature,MIMAT0002880
hsa-mir-508	hg38:chrX:147236946-147236968:-	3	1.529584	N	mature,MIMAT0002880
hsa-mir-5089	hg38:chr17:46973026-46973047:+	1	0.509861	N	mature,MIMAT0021081
hsa-mir-509-1	hg38:chrX:147260549-147260572:-	1	0.509861	N	mature,MIMAT0002881
hsa-mir-509-1	hg38:chrX:147260550-147260572:-	4	2.039446	N	mature,MIMAT0002881
hsa-mir-509-2	hg38:chrX:147258775-147258796:-	1	0.509861	N	mature,MIMAT0002881
hsa-mir-509-3	hg38:chrX:147259662-147259684:-	3	1.529584	N	mature,MIMAT0002881
hsa-mir-511	hg38:chr10:17845121-17845143:+	1	0.509861	N	mature,MIMAT0002808
hsa-mir-511	hg38:chr10:17845122-17845143:+	3	1.529584	N	mature,MIMAT0002808
hsa-mir-511	hg38:chr10:17845122-17845144:+	1	0.509861	N	mature,MIMAT0002808
hsa-mir-512-2	hg38:chr19:53669213-53669235:+	1	0.509861	N	mature,MIMAT0002823
hsa-mir-514a-1	hg38:chrX:147279266-147279289:-	1	0.509861	N	mature,MIMAT0002883
hsa-mir-514a-3	hg38:chrX:147284655-147284678:-	1	0.509861	N	mature,MIMAT0002883
hsa-mir-514a-3	hg38:chrX:147284655-147284679:-	1	0.509861	N	mature,MIMAT0002883
hsa-mir-516a-1	hg38:chr19:53756756-53756779:+	1	0.509861	N	mature,MIMAT0004770
hsa-mir-516a-2	hg38:chr19:53761148-53761170:+	1	0.509861	N	mature,MIMAT0004770
hsa-mir-5187	hg38:chr1:161227194-161227216:+	1	0.509861	N	mature,MIMAT0021117
hsa-mir-5187	hg38:chr1:161227195-161227216:+	1	0.509861	N	mature,MIMAT0021117
hsa-mir-5187	hg38:chr1:161227195-161227217:+	2	1.019723	N	mature,MIMAT0021117
hsa-mir-5193	hg38:chr3:49806203-49806225:-	1	0.509861	N	unannotated
hsa-mir-519a-1	hg38:chr19:53752450-53752470:+	1	0.509861	N	mature,MIMAT0002869
hsa-mir-520g	hg38:chr19:53722221-53722244:+	1	0.509861	N	mature,MIMAT0002858
hsa-mir-532	hg38:chrX:50003166-50003188:+	1	0.509861	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003166-50003189:+	1	0.509861	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003167-50003187:+	3	1.529584	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003167-50003188:+	11	5.608476	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003167-50003189:+	922	470.092290	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003167-50003190:+	45	22.943767	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003168-50003189:+	14	7.138061	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003168-50003190:+	1	0.509861	N	mature,MIMAT0002888
hsa-mir-532	hg38:chrX:50003204-50003225:+	1	0.509861	N	mature,MIMAT0004780
hsa-mir-532	hg38:chrX:50003204-50003226:+	9	4.588753	N	mature,MIMAT0004780
hsa-mir-532	hg38:chrX:50003205-50003226:+	1	0.509861	N	mature,MIMAT0004780
hsa-mir-539	hg38:chr14:101047305-101047329:+	1	0.509861	N	precursor
hsa-mir-539	hg38:chr14:101047329-101047351:+	27	13.766260	N	mature,MIMAT0003163
hsa-mir-539	hg38:chr14:101047329-101047352:+	48	24.473351	N	mature,MIMAT0003163
hsa-mir-539	hg38:chr14:101047369-101047391:+	1	0.509861	N	mature,MIMAT0022705
hsa-mir-539	hg38:chr14:101047371-101047391:+	1	0.509861	N	mature,MIMAT0022705
hsa-mir-541	hg38:chr14:101064548-101064570:+	1	0.509861	N	mature,MIMAT0004920
hsa-mir-542	hg38:chrX:134541363-134541386:-	67	34.160720	N	mature,MIMAT0003389
hsa-mir-542	hg38:chrX:134541364-134541386:-	97	49.456564	N	mature,MIMAT0003389
hsa-mir-542	hg38:chrX:134541364-134541387:-	8	4.078892	N	mature,MIMAT0003389
hsa-mir-542	hg38:chrX:134541365-134541386:-	16	8.157784	N	mature,MIMAT0003389
hsa-mir-542	hg38:chrX:134541365-134541387:-	16	8.157784	N	mature,MIMAT0003389
hsa-mir-542	hg38:chrX:134541366-134541386:-	4	2.039446	N	mature,MIMAT0003389
hsa-mir-542	hg38:chrX:134541366-134541387:-	32	16.315568	N	mature,MIMAT0003389
hsa-mir-542	hg38:chrX:134541400-134541423:-	2	1.019723	N	mature,MIMAT0003340
hsa-mir-543	hg38:chr14:101031997-101032019:+	3	1.529584	N	unannotated
hsa-mir-543	hg38:chr14:101031998-101032019:+	1	0.509861	N	unannotated
hsa-mir-543	hg38:chr14:101032033-101032054:+	1	0.509861	N	mature,MIMAT0004954
hsa-mir-548b	hg38:chr6:119069062-119069084:-	1	0.509861	N	mature,MIMAT0003254
hsa-mir-548e	hg38:chr10:110988978-110989002:+	1	0.509861	N	mature,MIMAT0005874
hsa-mir-548j	hg38:chr22:26555275-26555297:-	1	0.509861	N	mature,MIMAT0005875
hsa-mir-548k	hg38:chr11:70283986-70284008:+	1	0.509861	N	mature,MIMAT0005882
hsa-mir-548o-2	hg38:chr20:38516607-38516628:+	1	0.509861	N	mature,MIMAT0005919
hsa-mir-548s	hg38:chr2:11767495-11767516:+	1	0.509861	N	mature,MIMAT0014987
hsa-mir-548v	hg38:chr8:17681587-17681609:-	1	0.509861	N	mature,MIMAT0015020
hsa-mir-548v	hg38:chr8:17681587-17681610:-	1	0.509861	N	mature,MIMAT0015020
hsa-mir-548v	hg38:chr8:17681588-17681610:-	2	1.019723	N	mature,MIMAT0015020
hsa-mir-549a	hg38:chr15:80842024-80842047:-	1	0.509861	N	unannotated
hsa-mir-550a-1	hg38:chr7:30289815-30289836:+	2	1.019723	N	mature,MIMAT0004800
hsa-mir-550a-1	hg38:chr7:30289815-30289837:+	1	0.509861	N	mature,MIMAT0004800
hsa-mir-550a-1	hg38:chr7:30289815-30289838:+	3	1.529584	N	mature,MIMAT0004800
hsa-mir-550a-1	hg38:chr7:30289816-30289838:+	1	0.509861	N	mature,MIMAT0004800
hsa-mir-550a-1	hg38:chr7:30289854-30289876:+	1	0.509861	N	mature,MIMAT0003257
hsa-mir-550a-2	hg38:chr7:32733002-32733024:+	2	1.019723	N	mature,MIMAT0004800
hsa-mir-550a-2	hg38:chr7:32733041-32733062:+	2	1.019723	N	mature,MIMAT0003257
hsa-mir-550a-2	hg38:chr7:32733041-32733063:+	2	1.019723	N	mature,MIMAT0003257
hsa-mir-552	hg38:chr1:34669650-34669672:-	1	0.509861	N	mature,MIMAT0026615
hsa-mir-5579	hg38:chr11:79422170-79422191:-	1	0.509861	N	mature,MIMAT0022270
hsa-mir-5586	hg38:chr14:59647000-59647021:-	1	0.509861	N	mature,MIMAT0022287
hsa-mir-5586	hg38:chr14:59647000-59647022:-	3	1.529584	N	mature,MIMAT0022287
hsa-mir-561	hg38:chr2:188297517-188297538:+	1	0.509861	N	mature,MIMAT0022706
hsa-mir-5683	hg38:chr6:6169343-6169366:+	2	1.019723	N	mature,MIMAT0022472
hsa-mir-5683	hg38:chr6:6169343-6169367:+	1	0.509861	N	mature,MIMAT0022472
hsa-mir-5687	hg38:chr5:55508895-55508917:-	1	0.509861	N	unannotated
hsa-mir-5694	hg38:chr14:67441900-67441924:-	1	0.509861	N	mature,MIMAT0022487
hsa-mir-5694	hg38:chr14:67441902-67441925:-	1	0.509861	N	mature,MIMAT0022487
hsa-mir-5698	hg38:chr1:154104562-154104584:-	3	1.529584	N	mature,MIMAT0022491
hsa-mir-570	hg38:chr3:195699460-195699480:+	1	0.509861	N	mature,MIMAT0003235
hsa-mir-570	hg38:chr3:195699460-195699482:+	3	1.529584	N	mature,MIMAT0003235
hsa-mir-574	hg38:chr4:38868092-38868112:+	1	0.509861	N	mature,MIMAT0003239
hsa-mir-574	hg38:chr4:38868092-38868113:+	54	27.532520	N	mature,MIMAT0003239
hsa-mir-574	hg38:chr4:38868092-38868114:+	330	168.254290	N	mature,MIMAT0003239
hsa-mir-574	hg38:chr4:38868092-38868115:+	2	1.019723	N	mature,MIMAT0003239
hsa-mir-574	hg38:chr4:38868093-38868114:+	8	4.078892	N	mature,MIMAT0003239
hsa-mir-576	hg38:chr4:109488713-109488735:+	6	3.059169	N	mature,MIMAT0003241
hsa-mir-576	hg38:chr4:109488713-109488736:+	10	5.098615	N	mature,MIMAT0003241
hsa-mir-576	hg38:chr4:109488714-109488736:+	1	0.509861	N	mature,MIMAT0003241
hsa-mir-577	hg38:chr4:114656773-114656793:+	1	0.509861	N	mature,MIMAT0003242
hsa-mir-577	hg38:chr4:114656773-114656795:+	1	0.509861	N	mature,MIMAT0003242
hsa-mir-581	hg38:chr5:53951562-53951584:-	1	0.509861	N	mature,MIMAT0003246
hsa-mir-581	hg38:chr5:53951563-53951584:-	1	0.509861	N	mature,MIMAT0003246
hsa-mir-582	hg38:chr5:59703628-59703652:-	2	1.019723	N	mature,MIMAT0004797
hsa-mir-582	hg38:chr5:59703629-59703651:-	15	7.647922	N	mature,MIMAT0004797
